activity_id,customer_id,activity_timestamp,activity_type,device_type,platform,session_duration
ACT167885,CUST06674,2028-01-07,Withdrawal,Desktop,Android,12.61
ACT167886,CUST45391,2025-08-05,View Account,Mobile,Web,8.88
ACT167887,CUST49228,2028-02-08,Payment,,Web,10.17
ACT167888,CUST08863,2026-12-30,View Account,Mobile,iOS,1.32
ACT167889,CUST07489,2024-07-07,Transfer,Mobile,Web,
ACT167890,CUST27398,2025-12-22,View Account,Mobile,Android,4.01
ACT167891,CUST06227,2028-02-11,Login,Desktop,iOS,42.55
ACT167892,CUST44615,2023-07-19,View Account,Mobile,Android,31.81
ACT167893,CUST27368,2026-06-25,View Account,Mobile,Web,19.17
ACT167894,CUST23836,2026-08-04,View Account,Mobile,iOS,51.31
ACT167895,CUST05993,2023-05-25,Transfer,Mobile,Android,10.57
ACT167896,CUST43144,2024-09-19,Profile Update,Mobile,Web,7.3
ACT167897,CUST28459,2027-02-21,View Account,DESKTOP,iOS,16.33
ACT167898,CUST10188,2023-02-08,View Account,Desktop,Android,28.59
ACT167899,CUST38738,2025-07-28,Transfer,Mobile,iOS,10.07
ACT167900,CUST35652,2024-02-27,Payment,Mobile,Android,36.64
ACT167901,CUST30507,2023-03-24,Logout,Mobile,Android,4.63
ACT167902,CUST08403,2026-06-08,Transfer,Mobile,Web,26.73
ACT167903,CUST03574,2024-08-05,Login,Mobile,Android,16.65
ACT167904,CUST39688,2024-12-12,View Account,Tablet,Android,29.09
ACT167905,CUST12526,2026-08-10,Login,Mobile,iOS,25.54
ACT167906,CUST15318,2027-02-07,Payment,Mobile,Web,31.48
ACT167907,CUST17906,2025-06-14,View Account,Desktop,Android,3.65
ACT167908,CUST02915,2026-03-15,Payment,,Android,7.06
ACT167909,CUST18797,2025-01-17,View Account,Tablet,Android,10.76
ACT167910,CUST28104,2025-05-26,View Account,Desktop,Android,31.49
ACT167911,CUST24228,2026-08-31,Transfer,Desktop,Android,1.36
ACT167912,CUST42064,2024-10-29,Profile Update,Mobile,Web,10.37
ACT167913,CUST22160,2025-06-03,Profile Update,Mobile,Android,17.19
ACT167914,CUST16353,2023-06-11,Login,Mobile,Windows,22.95
ACT167915,CUST35850,2023-11-26,View Account,Mobile,Android,23.22
ACT167916,CUST28202,2028-12-02,Login,Tablet,Web,14.65
ACT167917,CUST42830,2025-11-06,Withdrawal,Desktop,Windows,9.08
ACT167918,CUST12358,2026-03-01,Payment,Mobile,Windows,11.64
ACT167919,CUST08508,2024-09-04,Logout,Desktop,Windows,23.03
ACT167920,CUST42020,2024-07-31,Login,Tablet,Android,15.53
ACT167921,CUST25506,2026-06-18,Payment,Desktop,Android,13.62
ACT167922,CUST15194,2027-06-03,Login,Mobile,iOS,29.93
ACT167923,CUST12700,2026-06-02,View Account,Desktop,Web,20.52
ACT167924,CUST09546,2024-10-22,View Account,Mobile,Android,13.43
ACT167925,CUST17394,2029-04-23,Transfer,,Web,39.54
ACT167926,CUST39439,2025-06-18,Login,Mobile,Web,41.51
ACT167927,CUST24968,2025-03-04,View Account,Mobile,Web,7.98
ACT167928,CUST34611,2026-04-30,Login,Mobile,Android,7.21
ACT167929,CUST04933,2024-04-06,Payment,Mobile,Android,6.08
ACT167930,CUST38924,2025-11-13,Logout,Desktop,Windows,15.01
ACT167931,CUST28450,2026-10-22,View Account,Mobile,iOS,50.15
ACT167932,CUST14803,2026-05-18,Login,Mobile,Web,23.82
ACT167933,CUST14793,2026-05-18,View Account,Tablet,iOS,12.98
ACT167934,CUST21116,2026-08-03,Login,Mobile,Android,28.61
ACT167935,CUST21385,2028-10-29,Login,Mobile,Android,14.64
ACT167936,CUST12501,2027-01-05,View Account,Mobile,iOS,3.89
ACT167937,CUST25882,2026-06-13,Deposit,Desktop,iOS,8.1
ACT167938,CUST40697,2026-04-07,Login,Mobile,web,15.83
ACT167939,CUST41207,2028-10-03,View Account,Mobile,Windows,9.44
ACT167940,CUST45550,2027-09-27,Payment,Tablet,Windows,20.95
ACT167941,CUST22534,2027-11-11,View Account,Desktop,Android,13.78
ACT167942,CUST13451,2025-06-17,Transfer,Tablet,Android,8.39
ACT167943,CUST07931,2027-05-02,View Account,Mobile,Android,9.06
ACT167944,CUST18725,2027-05-27,Payment,Desktop,Web,13.72
ACT167945,CUST16465,2026-04-24,View Account,,Web,6.78
ACT167946,CUST47713,2025-08-23,Login,Mobile,Windows,15.59
ACT167947,CUST03017,2024-07-28,Login,Desktop,Windows,29.21
ACT167948,CUST32945,2026-07-31,View Account,Mobile,iOS,29.41
ACT167949,CUST34017,2028-09-18,View Account,Mobile,Android,3.66
ACT167950,CUST14110,2026-12-06,View Account,Mobile,Android,3.97
ACT167951,CUST22118,2024-12-10,Login,,iOS,34.4
ACT167952,CUST04632,2026-05-03,View Account,Desktop,Web,12.15
ACT167953,CUST20679,2024-10-26,View Account,Mobile,Android,4.03
ACT167954,CUST01640,2025-01-07,View Account,Mobile,iOS,5.71
ACT167955,CUST36840,2025-05-23,View Account,Tablet,iOS,
ACT167956,CUST05350,2026-09-10,Login,Mobile,Windows,9.53
ACT167957,CUST35392,2024-09-01,Withdrawal,Desktop,iOS,30.52
ACT167958,CUST28770,2026-10-14,Transfer,Desktop,Web,9.34
ACT167959,CUST21253,2026-01-06,View Account,Desktop,Web,11.03
ACT167960,CUST12850,2028-03-25,Login,Desktop,Android,15.46
ACT167961,CUST19277,2026-08-15,View Account,Mobile,Windows,6.64
ACT167962,CUST01237,2028-06-24,Payment,Desktop,Windows,11.83
ACT167963,CUST11961,2025-03-11,Payment,Desktop,Android,53.7
ACT167964,CUST27755,2025-01-16,View Account,Mobile,Android,61.47
ACT167965,CUST38399,2024-06-02,View Account,Mobile,Web,12.7
ACT167966,CUST49285,2025-10-10,Logout,Desktop,iOS,23.0
ACT167967,CUST05831,2025-09-02,,Desktop,Android,16.52
ACT167968,CUST02965,2026-06-04,Login,Desktop,Android,31.23
ACT167969,CUST26202,2025-10-09,Logout,Desktop,Android,9.11
ACT167970,CUST13055,2026-01-07,Logout,Mobile,Web,30.51
ACT167971,CUST34307,2023-11-03,Login,Mobile,iOS,11.5
ACT167972,CUST30371,2026-06-13,,Desktop,Web,17.11
ACT167973,CUST42099,2025-08-17,Deposit,Mobile,Android,7.13
ACT167974,CUST06352,2027-08-30,Payment,Desktop,Web,23.33
ACT167975,CUST40854,2028-01-31,Logout,Mobile,Web,13.06
ACT167976,CUST33585,2025-06-09,Transfer,Mobile,Android,7.6
ACT167977,CUST47372,2027-09-24,View Account,Desktop,Android,81.86
ACT167978,CUST29876,2026-08-12,Payment,Tablet,iOS,22.75
ACT167979,CUST27131,2026-03-02,View Account,Mobile,Android,10.92
ACT167980,CUST07892,2026-10-04,Transfer,Mobile,iOS,22.62
ACT167981,CUST15183,2025-12-06,Login,,Web,6.18
ACT167982,CUST45371,2023-12-10,Login,Desktop,Web,11.58
ACT167983,CUST42793,2027-07-24,View Account,Mobile,iOS,8.1
ACT167984,CUST09732,2024-10-04,Transfer,Mobile,iOS,8.16
ACT167985,CUST16176,2025-02-14,View Account,Desktop,iOS,6.85
ACT167986,CUST39843,2026-10-18,,Mobile,iOS,10.8
ACT167987,CUST06475,2025-01-27,View Account,TABLET,Android,15.71
ACT167988,CUST05018,2026-04-08,View Account,Tablet,Windows,60.93
ACT167989,CUST05990,2025-02-27,Withdrawal,Mobile,Windows,4.48
ACT167990,CUST29312,2023-07-02,Payment,,Android,
ACT167991,CUST29873,2026-01-30,,Mobile,Android,13.23
ACT167992,CUST47418,2027-05-18,Login,,Android,7.11
ACT167993,CUST17189,2025-05-30,View Account,Desktop,iOS,11.55
ACT167994,CUST17894,2026-09-07,View Account,Mobile,Web,19.41
ACT167995,CUST48477,2026-12-22,View Account,Mobile,WINDOWS,7.08
ACT167996,CUST49377,2026-08-07,View Account,Desktop,Android,10.32
ACT167997,CUST42083,2026-04-08,Withdrawal,Mobile,iOS,-123.0
ACT167998,CUST19632,2028-05-12,View Account,Tablet,Android,13.18
ACT167999,CUST19118,2026-08-26,Logout,Desktop,Android,39.28
ACT168000,CUST44637,2027-06-20,Logout,Tablet,Android,15.2
ACT168001,CUST24183,2025-03-18,Logout,Desktop,Android,34.15
ACT168002,CUST31832,2028-05-23,View Account,,Android,16.0
ACT168003,CUST05390,2025-04-23,Login,Desktop,iOS,10.21
ACT168004,CUST05761,2025-08-28,Profile Update,Desktop,Android,11.04
ACT168005,CUST45981,2026-09-03,Deposit,Mobile,Windows,22.21
ACT168006,CUST40820,2027-05-28,Payment,Tablet,iOS,14.37
ACT168007,CUST30853,2027-03-15,View Account,Mobile,Android,51.81
ACT168008,CUST43974,2026-06-20,Payment,Desktop,Android,4.81
ACT168009,CUST47016,2025-08-19,Login,Mobile,iOS,15.83
ACT168010,CUST41744,2027-12-24,Transfer,Mobile,Web,12.07
ACT168011,CUST24519,2026-08-17,,,Windows,17.44
ACT168012,CUST20155,2024-02-29,Login,Mobile,Android,16.38
ACT168013,CUST18817,2027-04-15,View Account,Desktop,iOS,23.44
ACT168014,CUST45848,2028-08-06,Login,,Android,9.57
ACT168015,CUST47586,2026-05-04,View Account,Desktop,Web,12.16
ACT168016,CUST37154,2026-05-07,View Account,Desktop,iOS,14.11
ACT168017,CUST13206,2026-09-14,Login,Desktop,Web,6.41
ACT168018,CUST40906,2025-12-24,Logout,Mobile,Android,6.73
ACT168019,CUST28039,2026-07-05,Login,Mobile,Android,24.17
ACT168020,CUST24421,2027-04-11,Login,Desktop,iOS,22.92
ACT168021,CUST25282,2026-04-08,Login,Desktop,iOS,33.04
ACT168022,CUST16121,2026-02-09,View Account,Tablet,Android,10.48
ACT168023,CUST31730,2026-09-11,View Account,Tablet,Android,180.0
ACT168024,CUST34822,2027-01-14,Logout,Tablet,Web,6.45
ACT168025,CUST43234,2027-03-05,View Account,Mobile,Android,12.26
ACT168026,CUST39350,2027-06-25,Payment,Desktop,Android,41.54
ACT168027,CUST21418,2025-01-11,Transfer,Desktop,Web,10.56
ACT168028,CUST07655,2028-11-05,Payment,Mobile,iOS,15.28
ACT168029,CUST11079,2026-11-26,Login,Mobile,Web,42.41
ACT168030,CUST28026,2024-10-07,View Account,Mobile,Android,8.21
ACT168031,CUST18783,2024-10-14,Login,,Android,22.8
ACT168032,CUST05218,2026-07-02,Logout,Desktop,iOS,46.63
ACT168033,CUST17073,2025-07-05,Payment,Desktop,iOS,21.44
ACT168034,CUST42262,2026-04-07,Logout,Mobile,Android,16.91
ACT168035,CUST12745,2026-05-16,Payment,Tablet,iOS,56.76
ACT168036,CUST26728,2028-01-25,Transfer,Mobile,Android,16.47
ACT168037,CUST47340,2023-12-09,Withdrawal,Desktop,Android,4.89
ACT168038,CUST11910,2026-03-25,Login,Mobile,Android,5.1
ACT168039,CUST15727,2026-12-02,View Account,Mobile,Web,10.64
ACT168040,CUST21020,2024-02-14,View Account,Mobile,Web,26.86
ACT168041,CUST46102,2024-07-13,View Account,Desktop,Android,55.49
ACT168042,CUST23748,2027-01-13,View Account,Mobile,iOS,3.07
ACT168043,CUST29857,2027-12-07,Logout,Desktop,Android,8.07
ACT168044,CUST37295,2028-04-18,View Account,Desktop,iOS,10.06
ACT168045,CUST49745,2026-07-25,Login,Desktop,Android,29.78
ACT168046,CUST10168,2026-03-20,View Account,Mobile,iOS,20.24
ACT168047,CUST44802,2028-01-12,Deposit,Mobile,Android,11.74
ACT168048,CUST16444,2025-01-19,View Account,Mobile,Android,14.0
ACT168049,CUST18665,2027-11-15,Login,Tablet,Android,44.86
ACT168050,CUST00160,2026-02-03,View Account,,iOS,12.82
ACT168051,CUST02139,2024-07-06,,Mobile,Android,144.93
ACT168052,CUST49625,2028-04-28,View Account,Desktop,iOS,11.81
ACT168053,CUST44007,2027-04-17,Transfer,Mobile,Android,17.21
ACT168054,CUST36593,2025-03-24,Transfer,Mobile,iOS,15.83
ACT168055,CUST25980,2026-11-03,Login,Mobile,Web,9.49
ACT168056,CUST13214,2027-04-21,Deposit,Desktop,Android,39.07
ACT168057,CUST25575,2026-01-12,View Account,Desktop,iOS,35.75
ACT168058,CUST29040,2027-08-31,Transfer,Mobile,iOS,43.77
ACT168059,CUST00789,2026-01-08,View Account,Desktop,iOS,32.89
ACT168060,CUST03709,2026-10-22,Withdrawal,Mobile,Web,4.07
ACT168061,CUST14513,2027-07-08,Payment,Mobile,iOS,45.36
ACT168062,CUST35487,2025-03-03,Logout,,iOS,56.44
ACT168063,CUST37078,2026-04-24,Logout,Mobile,Android,28.8
ACT168064,CUST05937,2026-09-28,Login,Mobile,Android,5.45
ACT168065,CUST11793,2027-01-13,View Account,Tablet,Web,18.62
ACT168066,CUST44160,2025-02-23,View Account,Desktop,iOS,48.61
ACT168067,CUST14926,2027-06-29,Payment,Tablet,iOS,42.52
ACT168068,CUST14038,2026-01-05,Payment,Desktop,Web,58.12
ACT168069,CUST12051,2026-08-17,Login,Desktop,Android,7.82
ACT168070,CUST06272,2027-07-28,Login,Mobile,Android,4.75
ACT168071,CUST12902,2027-08-30,View Account,Tablet,Android,16.5
ACT168072,CUST37368,2024-11-14,Logout,Mobile,Android,11.48
ACT168073,CUST39459,2027-02-09,Logout,Mobile,Web,23.45
ACT168074,CUST46632,2024-02-24,Transfer,Mobile,iOS,9.73
ACT168075,CUST08019,2025-09-19,Transfer,Tablet,Android,30.72
ACT168076,CUST34468,2027-05-29,Login,Mobile,iOS,4.78
ACT168077,CUST00114,2024-10-15,Deposit,Mobile,Android,22.97
ACT168078,CUST07776,2024-03-16,Transfer,Desktop,Web,2.13
ACT168079,CUST37521,2028-02-21,Deposit,Desktop,Web,8.66
ACT168080,CUST47894,2026-07-17,Profile Update,Mobile,iOS,10.85
ACT168081,CUST28109,2026-07-07,View Account,Mobile,Android,25.14
ACT168082,CUST19257,2027-03-25,Withdrawal,Desktop,iOS,8.91
ACT168083,CUST44806,2024-05-09,Payment,Desktop,iOS,15.46
ACT168084,CUST14020,2025-05-17,View Account,Desktop,Windows,3.0
ACT168085,CUST03416,2026-08-06,Login,Mobile,Windows,4.09
ACT168086,CUST32300,2026-08-31,View Account,Mobile,iOS,21.78
ACT168087,CUST05614,2024-02-01,Login,Mobile,Windows,17.02
ACT168088,CUST31388,2029-01-08,View Account,Desktop,Android,131.16
ACT168089,CUST20179,2025-08-17,Login,Mobile,Android,31.72
ACT168090,CUST18349,2026-01-01,View Account,Mobile,Android,4.96
ACT168091,CUST40084,2025-01-21,,Desktop,Windows,18.1
ACT168092,CUST24174,2025-04-09,View Account,Mobile,Android,85.13
ACT168093,CUST18067,2028-10-06,Payment,Mobile,Web,25.0
ACT168094,CUST16604,2027-12-28,View Account,Desktop,iOS,15.15
ACT168095,CUST29552,2024-06-06,Login,Mobile,Android,12.54
ACT168096,CUST18226,2026-09-23,Login,Desktop,Android,17.1
ACT168097,CUST09295,2026-12-27,View Account,Mobile,Android,6.14
ACT168098,CUST37055,2026-12-17,View Account,Mobile,Web,3.25
ACT168099,CUST05626,2024-11-29,View Account,Mobile,iOS,35.59
ACT168100,CUST17221,2026-01-25,Transfer,Desktop,Android,19.65
ACT168101,CUST18796,2027-08-04,Login,Desktop,Android,6.6
ACT168102,CUST48786,2025-04-04,Transfer,Mobile,Android,22.09
ACT168103,CUST21052,2027-07-28,Payment,Desktop,Web,11.03
ACT168104,CUST42085,2024-07-06,Login,Mobile,Android,6.07
ACT168105,CUST00353,2027-07-03,View Account,Mobile,Android,16.41
ACT168106,CUST22731,2025-11-13,Login,Mobile,Web,31.45
ACT168107,CUST08770,2028-02-03,View Account,Mobile,iOS,11.78
ACT168108,CUST11163,2027-08-01,Withdrawal,Mobile,Android,9.72
ACT168109,CUST01435,2028-12-06,Logout,,iOS,17.62
ACT168110,CUST28476,2027-11-03,View Account,Mobile,iOS,38.5
ACT168111,CUST07841,2025-08-26,View Account,Tablet,Android,6.76
ACT168112,CUST47905,2025-03-11,Transfer,Mobile,Android,9.3
ACT168113,CUST09395,2025-12-28,Deposit,,iOS,29.41
ACT168114,CUST37001,2026-09-20,Payment,Mobile,Android,1.44
ACT168115,CUST07409,2027-10-05,Withdrawal,Mobile,Android,18.89
ACT168116,CUST45222,2028-10-25,View Account,Desktop,Android,5.07
ACT168117,CUST13972,2025-07-01,,Tablet,iOS,50.82
ACT168118,CUST17468,2024-06-01,View Account,Desktop,Android,10.54
ACT168119,CUST24139,2024-09-29,View Account,Mobile,Web,21.46
ACT168120,CUST32571,2026-02-04,View Account,,Android,7.03
ACT168121,CUST24622,2025-09-08,Logout,Desktop,Windows,15.1
ACT168122,CUST34026,2028-05-09,View Account,,iOS,30.17
ACT168123,CUST39477,2028-09-06,View Account,Mobile,iOS,22.49
ACT168124,CUST36478,2027-12-24,,Mobile,iOS,14.9
ACT168125,CUST30391,2026-02-18,View Account,Mobile,Web,45.73
ACT168126,CUST13561,2026-10-27,Logout,Mobile,WINDOWS,23.73
ACT168127,CUST03272,2024-10-02,View Account,Mobile,iOS,6.3
ACT168128,CUST35476,2026-10-15,Payment,Mobile,Windows,11.19
ACT168129,CUST39428,2023-10-16,View Account,Mobile,Android,30.5
ACT168130,CUST44767,2024-10-31,View Account,Desktop,Android,4.36
ACT168131,CUST45218,2024-11-30,Logout,Mobile,iOS,17.93
ACT168132,CUST18139,2026-09-06,Logout,Mobile,Android,19.86
ACT168133,CUST16420,2024-03-25,Login,Desktop,iOS,9.19
ACT168134,CUST30028,2028-05-21,Login,Desktop,iOS,21.57
ACT168135,CUST48641,2027-12-13,Logout,Mobile,iOS,33.72
ACT168136,CUST39020,2028-06-17,View Account,Desktop,iOS,19.65
ACT168137,CUST08735,2025-11-06,Login,Mobile,iOS,12.44
ACT168138,CUST17271,2026-09-15,Deposit,,Android,38.8
ACT168139,CUST25541,2026-02-16,View Account,Mobile,Android,5.45
ACT168140,CUST38955,2024-04-06,Login,Mobile,Web,8.87
ACT168141,CUST26992,2028-10-27,Logout,Mobile,iOS,21.57
ACT168142,CUST32317,2025-05-30,Login,Mobile,Web,11.11
ACT168143,CUST30399,2025-09-24,Deposit,Desktop,Web,10.98
ACT168144,CUST09514,2024-10-26,View Account,Mobile,iOS,
ACT168145,CUST46216,2023-11-04,Login,Mobile,Windows,6.42
ACT168146,CUST31930,2024-07-13,View Account,Mobile,Windows,27.42
ACT168147,CUST36384,2024-04-24,Withdrawal,Tablet,Android,4.67
ACT168148,CUST13338,2027-05-16,Logout,Mobile,Android,15.35
ACT168149,CUST40550,2026-10-14,Logout,Tablet,Android,15.07
ACT168150,CUST10872,2025-03-10,Login,Mobile,Android,33.03
ACT168151,CUST33732,2026-03-29,,Mobile,Android,14.04
ACT168152,CUST20011,2027-03-07,View Account,Mobile,Android,9.55
ACT168153,CUST18684,2027-09-28,Profile Update,Mobile,Web,19.36
ACT168154,CUST25374,2025-04-11,Transfer,Mobile,Web,15.9
ACT168155,CUST22085,2026-10-07,View Account,Desktop,iOS,25.37
ACT168156,CUST47212,2026-12-21,Login,Mobile,Web,8.54
ACT168157,CUST06255,2026-12-05,Withdrawal,Mobile,Android,6.3
ACT168158,CUST13059,2025-07-21,Payment,Mobile,iOS,5.4
ACT168159,CUST28267,2024-11-26,Login,Mobile,Web,16.39
ACT168160,CUST34994,2025-01-22,Payment,Mobile,iOS,7.35
ACT168161,CUST30433,2023-07-22,Login,Desktop,iOS,7.79
ACT168162,CUST01889,2029-01-05,Login,Desktop,iOS,16.24
ACT168163,CUST19288,2027-06-14,Transfer,Mobile,Web,
ACT168164,CUST46366,2026-02-05,Login,Mobile,Web,6.13
ACT168165,CUST17494,2025-03-30,Login,Mobile,Android,38.16
ACT168166,CUST02221,2023-09-29,Login,Tablet,Web,9.26
ACT168167,CUST22958,2026-08-15,,Mobile,Android,19.82
ACT168168,CUST42508,2026-02-23,Profile Update,Mobile,iOS,8.78
ACT168169,CUST05841,2025-01-12,View Account,Mobile,Web,21.93
ACT168170,CUST09369,2025-03-10,View Account,Mobile,iOS,21.53
ACT168171,CUST17341,2026-11-30,View Account,Mobile,Android,23.62
ACT168172,CUST13092,2026-06-07,Login,Desktop,Android,4.2
ACT168173,CUST40836,2028-05-20,View Account,Mobile,iOS,13.56
ACT168174,CUST21890,2027-09-30,View Account,Mobile,iOS,22.16
ACT168175,CUST18723,2027-10-15,Login,Desktop,Android,13.66
ACT168176,CUST11604,2024-12-25,View Account,Mobile,iOS,23.78
ACT168177,CUST47702,2025-01-31,View Account,Mobile,Web,15.79
ACT168178,CUST28535,2028-07-14,Logout,Mobile,Android,22.84
ACT168179,CUST23464,2025-08-24,Login,Mobile,Windows,29.96
ACT168180,CUST24594,2028-04-05,transfer,Mobile,iOS,8.07
ACT168181,CUST46153,2028-03-06,View Account,Mobile,Windows,8.22
ACT168182,CUST22953,2028-01-29,Logout,Mobile,Android,36.9
ACT168183,CUST27129,2025-09-24,Login,Mobile,Android,17.64
ACT168184,CUST48302,2027-03-18,View Account,Mobile,Android,18.77
ACT168185,CUST33585,2028-05-22,Login,Mobile,Windows,9.99
ACT168186,CUST21007,2026-11-11,Withdrawal,Mobile,Android,0.0
ACT168187,CUST44909,2024-05-17,Transfer,Mobile,Android,32.81
ACT168188,CUST43033,2027-11-24,Withdrawal,Mobile,Web,17.37
ACT168189,CUST43890,2027-04-29,Withdrawal,Mobile,iOS,7.14
ACT168190,CUST28182,2026-08-25,Logout ,Desktop,iOS,13.53
ACT168191,CUST22752,2025-06-17,Logout,Mobile,Web,11.02
ACT168192,CUST38982,2027-05-03,View Account,Mobile,Web,8.55
ACT168193,CUST07078,2023-06-26,Login,Mobile,Android,5.22
ACT168194,CUST33783,2027-03-14,Login,Desktop,Android,32.42
ACT168195,CUST34864,2025-11-22,View Account,Mobile,Android,13.17
ACT168196,CUST10921,2027-12-30,Login,Desktop,Windows,
ACT168197,CUST15504,2026-09-24,Transfer,Mobile,iOS,53.58
ACT168198,CUST04399,2023-08-05,Login,Desktop,iOS,5.59
ACT168199,CUST35346,2024-06-29,Withdrawal,Mobile,Android,38.48
ACT168200,CUST06056,2026-02-10,View Account,Mobile,Android,33.29
ACT168201,CUST41565,2026-12-15,Login,Mobile,Android,37.19
ACT168202,CUST08571,2024-05-07,Payment,Mobile,Android,1.69
ACT168203,CUST42508,2027-08-26,View Account,Desktop,iOS,25.37
ACT168204,CUST48021,2027-09-15,Transfer,Desktop,iOS,22.4
ACT168205,CUST20943,2026-06-27,Deposit,Mobile,iOS,6.05
ACT168206,CUST15011,2023-11-02,Login,Mobile,iOS,27.13
ACT168207,CUST06960,2026-08-13,View Account,Tablet,Web,49.11
ACT168208,CUST18545,2028-02-03,Login,Desktop,iOS,25.5
ACT168209,CUST34306,2027-06-14,Withdrawal,Mobile,Android,66.41
ACT168210,CUST29574,2025-06-11,Payment,Mobile,Web,2.37
ACT168211,CUST18477,2027-11-17,Logout,Desktop,Android,15.5
ACT168212,CUST47972,2026-09-10,Transfer,Mobile,iOS,19.2
ACT168213,CUST38673,2027-12-03,Payment,Desktop,iOS,34.06
ACT168214,CUST35473,2024-01-21,Profile Update,Mobile,Web,12.98
ACT168215,CUST22585,2026-04-18,Deposit,Mobile,Web,28.98
ACT168216,CUST21044,2025-08-02,View Account,Mobile,Android,9.84
ACT168217,CUST46175,2026-03-24,Deposit,Mobile,Windows,49.32
ACT168218,CUST22739,2025-06-26,View Account,Tablet,Web,2.11
ACT168219,CUST21280,2025-04-20,View Account,Desktop,Android,28.13
ACT168220,CUST24747,2025-07-17,Login,Mobile,iOS,5.37
ACT168221,CUST10660,2026-01-09,Payment,Mobile,iOS,41.89
ACT168222,CUST11422,2025-12-24,Profile Update,Desktop,Android,6.75
ACT168223,CUST22685,2026-01-20,View Account,Mobile,Android,7.92
ACT168224,CUST33637,2026-12-08,Deposit,Desktop,Android,14.22
ACT168225,CUST13108,2026-04-26,Transfer,Tablet,iOS,3.74
ACT168226,CUST35926,2026-11-16,Deposit,Desktop,IOS,9.15
ACT168227,CUST02470,2028-09-27,View Account,Mobile,Android,4.47
ACT168228,CUST44650,2024-07-09,Transfer,Desktop,iOS,7.39
ACT168229,CUST07729,2025-04-15,View Account,Mobile,iOS,180.0
ACT168230,CUST22954,2024-09-20,View Account,Desktop,Android,16.68
ACT168231,CUST24754,2024-12-23,Login,Mobile,Android,7.9
ACT168232,CUST40891,2025-07-13,Login,Mobile,iOS,14.42
ACT168233,CUST00680,2023-06-09,Login,Desktop,Windows,14.69
ACT168234,CUST38273,2025-12-25,View Account,Mobile,Windows,11.3
ACT168235,CUST08120,2027-02-22,Login,Desktop,Android,2.63
ACT168236,CUST07384,2026-12-11,View Account,Desktop,Web,17.08
ACT168237,CUST45208,2025-02-25,View Account,Tablet,Web,12.73
ACT168238,CUST03438,2025-12-07,Login,Mobile,Android,20.21
ACT168239,CUST16496,2024-08-09,Transfer,Desktop,iOS,6.48
ACT168240,CUST38985,2027-07-25,View Account,Mobile,Android,20.49
ACT168241,CUST41276,2027-01-19,View Account,Desktop,Android,5.06
ACT168242,CUST12632,2026-04-12,Login,Mobile,iOS,11.92
ACT168243,CUST33177,2026-11-05,View Account,Mobile,iOS,40.73
ACT168244,CUST26182,2027-01-26,View Account,Desktop,Android,78.85
ACT168245,CUST18525,2027-05-24,Login,Tablet,Web,9.81
ACT168246,CUST12346,2026-04-13,Logout,Mobile,Windows,12.86
ACT168247,CUST18361,2027-11-29,Login,Mobile,iOS,34.99
ACT168248,CUST14553,2025-05-26,View Account,Desktop,iOS,5.29
ACT168249,CUST49719,2028-02-07,View Account,Mobile,Android,34.65
ACT168250,CUST12196,2026-06-14,Logout,Desktop,iOS,3.02
ACT168251,CUST05078,2027-04-23,Login,Mobile,Android,5.17
ACT168252,CUST36062,2027-01-15,,Mobile,iOS,6.59
ACT168253,CUST03699,2024-12-27,Login,Mobile,Android,11.18
ACT168254,CUST32146,2026-12-19,View Account,Mobile,iOS,15.84
ACT168255,CUST26438,2026-02-06,Transfer,Mobile,Web,4.65
ACT168256,CUST09715,2026-08-26,Login,Mobile,iOS,58.53
ACT168257,CUST30078,2027-07-03,Login,Mobile,Web,13.04
ACT168258,CUST20695,2024-10-18,Login,Mobile,iOS,2.21
ACT168259,CUST02636,2026-06-01,Logout,Mobile,iOS,23.71
ACT168260,CUST02113,2025-07-16,View Account,Mobile,Android,9.03
ACT168261,CUST26916,2028-02-10,Profile Update,Desktop,iOS,40.46
ACT168262,CUST23241,2027-04-01,Login,Desktop,Windows,4.11
ACT168263,CUST08231,2026-03-03,View Account,Mobile,iOS,52.51
ACT168264,CUST02397,2027-09-28,View Account,Mobile,Android,9.43
ACT168265,CUST38202,2027-08-02,View Account,Mobile,Android,9.51
ACT168266,CUST43245,2026-09-26,Payment,Desktop,Windows,53.27
ACT168267,CUST19070,2024-08-24,View Account,Mobile,Android,38.71
ACT168268,CUST16960,2025-03-31,View Account,Mobile,iOS,8.51
ACT168269,CUST04437,2025-08-12,View Account,Mobile,iOS,8.45
ACT168270,CUST12459,2026-05-31,Transfer,MOBILE,iOS,34.46
ACT168271,CUST29438,2027-03-26,Logout,Mobile,Android,13.29
ACT168272,CUST21023,2026-06-04,Login,Mobile,Android,11.15
ACT168273,CUST35563,2026-06-30,Login,Mobile,Android,4.06
ACT168274,CUST37288,2024-11-26,View Account,Mobile,Windows,18.24
ACT168275,CUST42260,2026-06-22,View Account,Mobile,Android,13.45
ACT168276,CUST34419,2028-01-16,Deposit,Desktop,iOS,16.82
ACT168277,CUST37946,2026-09-11,Login,Mobile,Android,24.98
ACT168278,CUST45620,2027-08-25,Payment,,Windows,21.18
ACT168279,CUST18563,2027-06-09,Payment,Mobile,Web,16.31
ACT168280,CUST22342,2027-08-20,Deposit,Mobile,Windows,8.21
ACT168281,CUST18558,2028-02-21,Deposit,Mobile,Android,22.83
